51303420289,dab,18,208
51303424107,gcf,96,232
51303439391,bac,2,53
51303464702,abf,52,182
51303521646,efa,118,250
51303534098,agc,284,31
51303580243,dge,34,218
51303618383,bgf,233,37
51303630907,cgc,284,246
51303631138,gcf,10,201
51303658708,fce,267,107
51303676347,afc,215,44
51303682416,agb,293,142
51303695367,fba,214,234
51303701025,aee,179,251
51303717981,cgf,243,171
51303721420,aad,154,221
51303725812,bgf,99,36
51303735127,gga,40,25
51303743371,fdb,262,8
51303748065,ecg,164,243
51303784524,cfb,242,28
51303786580,gba,244,323
51303855777,aff,81,178
51303858201,dgb,21,260
51303888071,fdg,13,212
51303889763,edd,113,297
51303906101,gce,68,165
51303922912,caa,159,275
51303977575,cag,36,194
51303977586,cbe,280,200
51303980548,ada,246,194
51304002547,dgf,154,126
51304027559,dda,235,150
51304028150,dcg,111,49
51304028292,ccd,138,140
51304062341,ggc,63,228
51304069568,bee,16,144
51304104908,gbd,58,211
51304145876,egf,238,45
51304151690,bag,92,164
51304185243,ddb,69,67
51304210656,fbd,177,174
51304216609,bdc,10,209
51304244800,aaf,57,228
51304251271,gac,157,237
51304254227,bba,12,135
51304277124,efc,243,264
51304333791,acd,191,234
51304352623,eeb,133,138
51304359970,dgc,104,127
51304374851,fbe,54,117
51304408260,fga,44,114
51304478465,afe,76,226
51304485556,eff,49,154
51304492380,cda,85,203
51304495475,efa,167,222
51304506736,fae,295,80
51304508773,cfe,3,239
51304538384,bcf,221,214
51304611091,efb,113,224
51304614551,gda,133,276
51304637238,ede,52,265
51304645135,edd,285,279
51304690664,aga,127,244
51304696943,eea,160,252
51304720563,bda,292,31
51304740217,aea,235,106
51304756660,fcf,299,40
51304764877,ecc,157,52
51304766625,abg,150,323
51304858844,eca,67,94
51304933069,ged,191,18
51304942753,bef,228,52
51304950533,bea,90,193
51304976545,dgg,31,209
51304977677,agg,298,303
51304980506,dbd,200,176
51304998808,dec,59,279
51305019066,ffd,277,133
51305049277,ace,292,38
51305086985,gdb,230,54
51305093347,bce,83,277
51305119365,gfe,211,189
51305143564,gge,200,267
51305153501,gdb,262,51
51305161825,eee,236,215
51305165039,ede,19,212
51305183741,deb,290,229
51305230799,ged,211,16
51305231168,fgb,211,53
51305252391,bga,91,217
51305257361,dgc,287,139
51305274178,ead,167,269
51305315745,bdc,167,186
51305338959,ffd,195,122
51305342279,gbb,220,13
51305358577,ged,222,18
51305371982,gfe,143,154
51305373059,add,140,262
51305391469,afb,254,193
51305395747,eed,26,80
51305398326,eac,12,109
51305443222,ebe,116,145
51305459885,abe,290,165
51305469694,deb,24,194
51305505324,aef,78,179
51305548851,fcc,136,155
51305625274,ccc,47,42
51305629702,def,31,269
51305632062,gfd,125,28
51305632080,gfe,161,166
51305636592,gdd,65,57
51305654186,ffb,266,164
51305660149,cfd,289,16
51305701430,fdf,270,152
51305727393,eab,131,289
51305737045,gef,31,58
51305741905,afd,151,247
51305745124,fgb,283,54
51305745943,gfg,223,70
51305752581,bff,41,234
51305766678,ggb,55,217
51305771187,cbd,212,143
51305784653,dab,236,191
51305797712,fcg,43,161
51305826551,ecg,120,240
51305832690,dbf,137,11
51305870312,gdb,152,51
51305875154,eca,251,99
51305927134,gaa,185,59
51305945557,eda,294,142
51305952542,cga,168,80
51305958181,cga,130,85
51305976197,ddg,123,151
51305997044,ebe,73,146
51306016243,ffd,249,122
51306073189,eeg,264,117
51306147103,dea,173,197
51306149639,eaa,18,31
51306176854,fcd,95,128
51306204862,dbe,9,207
51306209543,aga,69,214
51306224751,aac,13,148
51306229211,ccb,190,272
51306229905,eag,78,85
51306233208,bcg,156,10
51306235459,baf,61,216
51306241359,cde,26,284
51306242483,cbf,99,212
51306250558,aad,258,243
51306261980,fbc,113,96
51306272620,fgd,117,52
51306282568,dca,105,263
51306287170,bfb,122,41
51306293126,fdg,176,178
51306296317,dgg,34,227
51306306754,fbg,241,229
51306316325,ebg,19,269
51306343059,bee,261,126
51306344549,cec,197,289
51306347097,ccb,5,318
51306360448,cba,261,187
51306363752,gae,260,155
51306412765,adf,118,164
51306430429,ggc,159,248
51306481051,gac,283,196
51306492124,egg,298,249
51306520470,dcf,187,247
51306528662,gcf,143,207
51306535419,deb,217,213
51306540053,acd,89,203
51306547436,ggd,270,241
51306557251,cea,294,200
51306559782,fea,18,260
51306564863,fff,282,35
51306576670,ebd,48,313
51306581159,faf,37,254
51306581215,edf,230,124
51306591454,bdd,199,130
51306600456,bdb,168,225
51306604901,ccf,162,18
51306624755,fee,11,228
51306625442,dbb,21,81
51306633634,cdd,107,151
51306668885,afe,137,180
51306673426,daf,254,80
51306676020,adg,226,83
51306681616,dab,12,227
51306716202,cfb,48,26
51306727018,edc,187,95
51306737033,bgb,4,225
51306749700,dga,42,145
51306776985,acc,102,168
51306781148,cde,205,235
51306806327,cfg,194,30
51306810624,gdd,109,62
51306812532,bab,26,277
51306813762,gca,6,92
51306822095,cdb,175,220
51306842135,fbd,92,205
51306865481,fed,69,20
51306869562,cca,45,161
51306871782,gdf,50,281
51306875267,aad,30,223
51306882395,bgf,265,42
51306890733,gcb,255,84
51306890966,cac,78,17
51306923306,fgf,31,225
51306927441,gdc,225,106
51306949306,baa,32,213
51306967319,gba,33,329
51306987748,gag,155,31
51307014220,dbc,238,63
51307045529,cce,90,228
51307049560,beg,152,279
51307051327,afg,163,299
51307068584,gff,152,169
51307079115,cfd,54,18
51307098954,dfc,175,203
51307124594,cee,240,79
51307132066,abf,13,187
51307166569,faa,6,202
51307177816,fbf,27,104
51307209294,cdc,76,185
51307224233,eea,218,274
51307235788,cdf,291,93
51307283217,ada,276,162
51307304506,ebc,133,243
51307304800,gfc,277,30
51307321911,gea,221,80
51307326589,adb,42,96
51307368114,edf,251,128
51307375706,ege,2,39
51307378194,cad,142,217
51307389228,beb,80,271
51307394555,agf,112,21
51307409850,dfd,196,242
51307417528,ecf,27,78
51307417916,egd,144,134
51307488227,fag,2,110
51307512532,gfc,34,29
51307553554,agc,255,34
51307561653,cad,100,240
51307571203,edg,209,210
51307578162,bbc,213,156
51307580897,fac,174,164
51307589730,cfe,79,260
51307593755,cdg,220,176
51307635805,gfe,298,139
51307659588,cbc,279,247
51307684971,ddd,228,214
51307700726,gfd,90,26
51307702307,ffa,245,177
51307706250,bcc,168,39
51307725880,agc,128,32
51307733529,edb,96,213
51307754994,eac,68,128
51307766287,abd,234,171
51307792303,aeg,21,180
51307792850,bcf,217,226
51307794677,aab,80,279
51307822381,dgd,110,234
51307827573,fda,45,268
51307833077,fbc,170,87
51307850996,cga,125,73
51307851309,afa,204,107
51307853305,gcd,99,313
51307862450,afg,276,337
51307873752,gfd,297,29
51307881022,dcg,186,41
51307885556,dde,245,91
51307899907,abd,176,140
51307915246,ced,5,10
51307944971,gbc,119,99
51307959772,aef,188,143
51307975822,gca,264,105
51307992068,ccg,55,165
51308004801,bdf,255,42
51308020766,ddb,186,77
51308034513,afd,6,251
51308038282,fdc,153,282
51308052047,bed,297,84
51308096020,ecb,278,36
51308103862,dff,258,221
51308132480,acf,289,274
51308135814,cag,146,192
51308143070,agd,213,172
51308175778,cbg,148,169
51308199472,cee,235,71
51308211635,deg,16,43
51308218448,dfb,207,51
51308253400,fde,277,140
51308285860,gga,246,26
51308290222,ebg,79,236
51308304559,cgf,31,140
51308313700,ded,68,259
51308339233,fbb,3,60
51308355415,fec,186,143
51308360807,ade,284,245
51308409657,gfa,235,178
51308413227,bcb,173,102
51308434071,eee,103,227
51308434452,ffg,158,156
51308436165,ged,192,17
51308468870,gbe,49,212
51308471946,dcd,130,6
51308472910,cbc,176,286
51308504683,acg,57,218
51308515047,dac,59,172
51308520126,cgf,184,116
51308527054,gec,135,179
51308543177,gbb,116,14
51308562909,bgg,246,35
51308566004,fdg,105,154
51308575983,aae,287,206
51308621618,ceg,149,270
51308637625,bda,16,36
51308641048,eeg,73,106
51308655944,bgb,51,216
51308660169,abb,125,289
51308660585,ceb,272,209
51308662397,cef,31,145
51308666472,gfb,178,80
51308671728,ccc,46,44
51308680751,dae,31,95
51308695460,cgd,222,215
51308696250,dag,187,266
51308704387,efd,40,75
51308720926,abb,25,257
51308726205,eae,2,213
51308730354,bgg,238,35
51308733096,cdf,157,88
51308733377,aaf,296,209
51308778197,aba,109,46
51308780514,ddc,12,220
51308788021,fbe,280,104
51308825072,fgb,205,52
51308833425,gdg,75,244
51308845192,ffg,200,185
51308845397,bdg,159,299
51308864286,gaf,225,14
51308865956,bfd,6,222
51308870960,aed,60,113
51308876511,fgc,162,75
51308893143,dfa,53,163
51308896734,bfc,175,197
51308934360,bbg,277,7
51308948609,gea,277,69
51308955787,efa,208,246
51308976955,acg,102,220
51308977384,eef,120,15
51308979427,aag,119,140
51308983351,bbd,10,172
51308988632,abc,244,92
51308992016,eaf,134,118
51308995649,bce,165,240
51309003669,dbc,198,66
51309006632,gdb,136,41
51309008937,eda,226,159
51309036034,cfa,263,110
51309051191,ebf,271,244
51309062034,aga,54,228
51309072812,cgc,54,196
51309095129,daa,293,71
51309097372,fcc,36,182
51309099032,fca,43,256
51309116869,cfc,207,314
51309131743,ega,230,285
51309166376,egc,132,79
51309197094,aeb,284,17
51309200551,fgd,158,55
51309207476,dac,178,151
51309208878,ccf,268,15
51309218575,dee,115,71
51309224580,bga,112,258
51309228457,dba,98,210
51309231884,cbb,118,264
51309233478,gfe,200,144
51309233593,ggd,79,284
51309235349,dfg,240,174
51309240065,deg,275,49
51309251542,cae,175,68
51309254380,efe,189,41
51309289405,bbf,163,207
51309289644,edf,7,106
51309297173,gde,174,123
51309302702,ebc,145,213
51309322935,bae,181,215
51309328881,gbf,244,69
51309337205,cbg,141,179
51309338539,ffe,283,24
51309349556,aca,65,52
51309358271,cbd,5,147
51309368259,baa,41,176
51309372500,cdg,282,147
51309373447,gcb,189,67
51309375606,eag,34,90
51309378128,dbf,70,10
51309436219,gad,133,50
51309436496,bca,72,47
51309450202,fgg,199,89
51309472746,dce,159,296
51309474372,fef,129,253
51309478351,gfd,166,32
51309498990,geb,59,200
51309529163,ggf,122,276
51309538797,afd,263,271
51309551366,fab,176,179
51309572030,gaf,235,12
51309573920,gcf,22,186
51309575153,aed,248,92
51309582050,dfe,253,237
51309588566,dgb,55,252
51309603581,ggc,211,272
51309622482,gcg,107,72
51309635025,fad,3,139
51309642183,eeb,103,143
51309663663,bce,234,273
51309666947,ggc,243,320
51309670393,ffc,186,221
51309680673,gbd,117,234
51309693581,bfc,249,195
51309696786,cff,164,88
51309697103,bbb,138,59
51309702782,cab,58,128
51309712065,bge,72,258
51309714356,cgc,251,199
51309723637,gbg,279,262
51309777717,ged,294,18
51309785589,ddf,265,76
51309798709,gdc,157,112
51309823402,gac,268,209
51309823997,gga,170,20
51309831383,gcc,199,25
51309842081,dcb,133,108
51309851663,bfg,197,138
51309856978,feg,162,68
51309864254,fcc,36,202
51309886208,bfe,109,87
51309892698,adc,47,28
51309895679,bad,207,165
51309898612,aaa,53,39
51309917625,abg,212,274
51309921622,bec,292,145
51309922232,dad,226,112
51309922552,aec,206,162
51309969741,cdd,181,122
51309984052,bab,44,252
51309998353,ece,40,116
51309999515,aeb,176,13
51310042018,fca,43,217
51310066703,gce,253,136
51310107738,dec,247,326
51310113502,gec,71,173
51310124141,gbb,18,14
51310146680,fdd,96,152
51310171576,cff,281,96
51310190816,geg,40,220
51310231958,cgg,286,120
51310237310,gfb,219,95
51310244356,bbf,5,213
51310276656,aee,28,288
51310319129,eac,276,125
51310323173,ced,129,8
51310334617,agg,297,318
51310374763,bag,19,159
51310380185,age,33,75
51310406010,aga,245,193
51310419324,fde,45,116
51310428812,ace,213,30
51310442386,bdc,173,202
51310483636,bgc,289,145
51310488313,ede,205,207
51310507019,cgb,247,104
51310566362,bac,206,63
51310568685,ebf,289,241
51310590902,caf,14,248
51310591276,gda,141,300
51310603441,ceg,276,297
51310612703,edg,126,193
51310663572,aba,233,39
51310680089,gee,299,70
51310681527,eba,65,235
51310714275,eed,138,76
51310723913,fcf,131,33
51310736749,dad,236,129
51310773454,dfe,210,260
51310827322,cba,199,196
51310855571,gbg,148,267
51310859093,eag,279,104
51310881356,ffc,174,223
51310883539,ead,164,317
51310899373,dcc,293,261
51310927689,bbe,40,64
51310948309,gdf,168,238
51310953937,egf,116,46
51310958453,gdb,145,39
51310966181,dcg,295,41
51310983322,fda,262,297
51310986159,gfd,63,37
51311008795,cce,78,196
51311020599,agc,283,27
51311028299,ccd,157,135
51311048284,agg,74,330
51311057264,dbb,243,73
51311083166,bed,250,67
51311091861,cee,80,73
51311097323,ceb,58,190
51311097749,ged,53,19
51311125685,acb,118,147
51311131187,gdf,55,214
51311199929,cca,190,157
51311222864,fbe,29,104
51311244559,aea,252,98
51311247449,ege,66,46
51311250278,dde,72,95
51311266432,bgd,136,281
51311269125,fba,219,222
51311328847,ccd,145,157
51311334241,bcb,96,81
51311334382,cdg,156,117
51311345416,efa,188,282
51311372558,abf,20,158
51311377075,gab,150,109
51311385052,dbg,297,109
51311389261,dbb,261,63
51311394461,dae,131,107
51311415423,bda,14,30
51311434222,fcd,78,134
51311448255,bcg,171,9
51311448271,gbd,62,224
51311461027,cgb,56,109
51311468469,ggg,264,55
51311488724,cee,281,78
51311488765,ecc,157,47
51311499635,feb,65,24
51311503338,efg,274,110
51311506043,aab,51,318
51311512963,dad,197,129
51311514063,ffc,290,249
51311538962,cgf,127,129
51311539543,aeg,205,208
51311546512,ecd,115,116
51311560617,eaf,120,101
51311591647,aad,165,202
51311627606,bfa,239,117
51311642437,eef,253,14
51311659189,abc,133,82
51311685243,dec,156,309
51311687865,gda,78,261
51311691655,dbd,203,144
51311693267,bbe,159,73
51311701454,bac,7,73
51311703304,dga,191,120
51311711281,edd,214,223
51311724579,aef,296,145
51311725010,deg,146,54
51311726569,ffb,161,195
51311728808,acd,162,190
51311734563,dce,277,340
51311753635,cbd,6,157
51311753820,gda,282,253
51311767302,fce,224,103
51311779259,cca,44,163
51311789320,cge,229,253
51311837099,ece,228,133
51311844144,fcb,5,82
51311881326,egb,255,196
51311890336,fce,261,118
51311908625,eda,262,147
51311911382,gef,295,67
51311932191,ece,232,122
51311956099,bge,252,288
51311977235,eec,37,236
51312022303,bbd,137,144
51312023611,ffe,236,25
51312027661,fad,54,165
51312061364,eee,179,206
51312074753,ebb,278,192
51312086928,aff,143,151
51312099424,fca,230,249
51312105339,eda,196,145
51312118170,ecb,63,31
51312129500,bgf,240,49
51312156894,cee,29,78
51312165748,ebd,130,250
51312203395,dge,92,224
51312213927,gae,11,176
51312224656,cce,142,213
51312231530,gcc,69,23
51312270495,fdb,54,7
51312275816,eea,241,221
51312297397,fae,108,74
51312307709,bab,129,267
51312315751,dbg,74,97
51312371628,aaa,171,41
51312376295,bdf,285,39
51312395361,dab,24,247
51312433137,bec,295,131
51312462288,cbe,28,200
51312465864,efd,209,85
51312467110,aee,120,342
51312478397,fag,207,96
51312504053,bde,125,156
51312507310,fge,176,90
51312511543,bbc,93,171
51312531853,bdb,111,261
51312549600,fcc,120,165
51312570672,caa,144,222
51312576767,ggc,97,339
51312598781,baf,19,203
51312693360,efe,47,42
51312694871,feb,92,24
51312706960,dbb,136,68
51312722426,gaa,89,69
51312755164,egc,20,74
51312759500,ggb,23,245
51312763614,fbf,271,104
51312771675,egb,33,168
51312808062,cfg,249,25
51312818970,fac,205,168
51312824530,daa,110,75
51312840288,ecb,279,33
51312849251,cag,210,228
51312893383,dba,192,184
51312910319,bbg,156,6
51312939342,dce,87,312
51312944760,gca,21,112
51312968079,agd,38,156
51312969949,ddd,224,222
51312978940,dfd,224,217
51312983374,ged,2,22
51312993373,cde,219,209
51312996014,fde,285,100
51313009115,beg,299,265
51313021009,beb,288,271
51313026580,gga,177,22
51313029799,agd,282,129
51313031675,gdf,68,199
51313039932,dge,93,237
51313048307,gee,39,61
51313056614,cgd,242,230
51313057702,ffa,38,143
51313064838,ecd,39,92
51313065740,adg,77,67
51313089198,bae,285,255
51313111321,dcg,234,45
51313133679,bcd,122,178
51313154377,egg,54,281
51313165728,aac,288,164
51313195423,fgg,148,102
51313206533,ebf,101,253
51313212127,gea,148,63
51313236364,egd,282,134
51313300036,abd,206,155
51313302604,ged,35,25
51313303092,feb,228,25
51313303949,dgf,143,127
51313304719,bcc,212,39
51313310852,ada,248,134
51313311699,cgf,45,108
51313329691,cda,271,172
51313331846,afc,72,36
51313337706,add,73,209
51313374487,bef,32,49
51313392694,cea,169,166
51313396680,dbe,187,223
51313399038,aed,247,82
51313401632,eaa,112,31
51313401692,fbc,163,86
51313415957,abe,208,143
51313425499,agb,8,130
51313429108,cbe,174,192
51313439926,fea,117,288
51313471844,dga,160,114
51313490192,afb,104,229
51313508312,fee,201,243
51313538042,ebc,40,198
51313542615,cfe,203,273
51313546990,ddf,26,74
51313547104,bfc,197,165
51313570662,dff,254,214
51313583423,ffa,299,127
51313619448,bge,246,342
51313648695,cbd,173,175
51313652464,gcb,205,70
51313667182,bgd,89,244
51313719740,cfb,223,22
51313728913,gfd,151,30
51313742251,aed,74,66
51313746724,dfb,145,57
51313758532,abe,63,144
51313787640,dca,232,231
51313799712,bba,182,120
51313801746,ffg,127,172
51313805439,fgf,45,261
51313808819,ede,252,204
51313859363,eab,281,289
51313864788,efc,226,227
51313868015,dgg,217,202
51313871700,ggf,290,322
51313902634,cbg,234,150
51313916328,faf,61,292
51313951026,dda,151,141
51313972266,dfc,24,172
51313975172,dac,232,157
51313979946,bge,276,304
51313981962,aaa,43,43
51314012828,def,88,293
51314057049,daa,207,63
51314071479,fgf,158,305
51314078573,bga,70,206
51314093023,gfa,122,195
51314097757,eaf,243,93
51314170481,bbf,297,174
51314188038,bfc,41,181
51314193605,fbc,195,86
51314203137,baa,184,181
51314213340,cfg,14,22
51314216862,eff,150,149
51314223673,dgc,135,127
51314227296,efb,106,192
51314235875,aab,227,295
51314254400,cec,77,306
51314267413,fca,122,296
51314291814,adg,250,71
51314296969,abb,148,205
51314315621,bca,191,53
51314322869,fbg,44,245
51314363112,aaa,296,44
51314365930,adf,68,131
51314400718,fga,72,107
51314402233,bge,50,337
51314438039,fac,111,199
51314438902,fbg,59,245
51314456278,eae,198,185
51314507186,cca,126,130
51314526731,afg,138,303
51314529291,dgd,211,252
51314543160,afe,14,190
51314555371,aea,253,96
51314597557,gge,183,234
51314645452,efg,158,107
51314657464,fgg,259,83
51314661646,bfg,78,164
51314662814,feg,255,55
51314681718,geb,224,214
51314695650,cfd,215,18
51314700171,ecg,128,211
51314723866,aeg,115,195
51314724166,adc,116,22
51314734846,gdd,287,58
51314735106,gff,280,174
51314735425,abd,44,179
51314758898,bea,231,218
51314764387,cac,229,20
51314779774,gad,235,46
51314799222,fae,103,75
51314900085,ffd,273,123
51314914309,cbc,132,237
51314923910,eee,53,245
51314928316,dbc,255,77
51314930919,gbe,65,195
51314949414,bea,172,231
51314975229,cdb,119,259
51315003563,ccb,143,305
51315014091,gdg,26,246
51315032609,fda,290,335
51315048510,ccf,14,12
51315049622,cff,34,83
51315067475,gfg,69,62
51315073258,ccg,260,133
51315091113,cbf,117,203
51315091873,edg,233,194
51315114917,bdd,82,109
51315115408,ddb,176,87
51315134546,fbg,26,262
51315158025,dae,15,125
51315160452,fca,215,340
51315163208,fdf,79,136
51315189762,bff,53,222
51315196702,aef,195,118
51315205065,fcg,39,169
51315208713,ddg,275,134
51315212040,gcf,151,193
51315217157,bcg,116,9
51315225485,aac,146,157
51315258900,ace,81,30
51315286567,faa,183,173
51315323230,bca,122,54
51315354629,bcf,237,250
51315359503,gdc,175,126
51315376118,dbd,67,135
51315390028,cad,287,199
51315413362,ceb,3,224
51315414628,dag,139,228
51315421764,dcb,218,93
51315429034,aaf,294,225
51315435800,ebc,182,235
51315446159,ecg,127,204
51315446330,dfc,82,147
51315461386,dgg,145,226
51315468151,ebe,279,143
51315503099,deb,232,251
51315506249,dfb,157,47
51315522998,dca,4,261
51315524304,dgb,41,211
51315544946,fcf,215,31
51315583366,afe,13,178
51315623934,fgb,71,55
51315648025,gga,104,21
51315648995,dad,27,110
51315655771,cdg,25,109
51315664554,eca,165,101
51315720814,aab,47,342
51315738623,efb,90,195
51315755829,fff,199,30
51315758425,bee,189,144
51315760562,gfe,143,125
51315774431,dfa,6,179
51315782711,fge,23,90
51315784099,bfb,223,43
51315838803,add,235,188
51315839425,dbf,295,11
51315856346,bgg,97,30
51315867622,fec,125,127
51315879237,gac,164,204
51315884034,cfa,207,115
51315885232,feb,135,21
51315893093,cge,196,265
51315903870,gbg,256,288
51315923732,gag,73,25
51315932243,ded,186,222
51315944767,gca,118,92
51315956434,cgc,93,169
51315958901,afg,184,315
51315959565,ggg,60,63
51315971665,ccd,230,139
51315987619,agd,32,117
51316023879,ged,184,24
51316032035,dcf,187,209
51316107810,fbd,157,219
51316112239,adb,107,84
51316116948,cef,70,158
51316130111,bab,294,275
51316134543,dea,260,189
51316155822,bfd,94,228
51316200821,cce,288,204
51316240968,bdg,214,340
51316241256,cbf,211,170
51316241552,bfa,31,107
51316251362,ege,262,46
51316257577,ade,254,259
51316279953,fdd,49,135
51316283636,daf,286,95
51316291635,adb,19,78
51316305396,cfb,226,23
51316328255,ace,188,31
51316332029,geg,152,257
51316333184,bbd,93,133
51316345829,egg,157,297
51316354826,bcc,26,35
51316360381,egf,244,51
51316371649,age,200,70
51316407532,ccc,16,43
51316423012,fgg,162,87
51316431033,egc,36,68
51316436068,dba,51,213
51316454784,ceb,153,239
51316462271,eef,282,11
51316463019,bec,113,129
51316465020,dac,170,147
51316475041,bba,237,99
51316475226,fef,204,285
51316489716,efb,80,216
51316501751,faa,236,157
51316532133,agf,155,23
51316554732,abg,111,249
51316556373,gba,221,352
51316558642,cbb,64,221
51316576296,cac,234,16
51316586427,agc,163,24
51316612929,edb,232,191
51316614864,edc,250,92
51316632613,fed,251,23
51316664846,faa,147,128
51316669871,cea,34,192
51316695749,acc,145,162
51316704041,bcb,97,86
51316708452,edf,15,106
51316711387,dca,292,214
51316720793,cda,81,194
51316725048,gca,196,74
51316742181,ebb,196,192
51316747449,dec,79,253
51316761629,dfg,233,161
51316766271,gaa,121,62
51316776163,aee,289,290
51316789525,gcd,106,353
51316808811,dfg,7,169
51316831238,bbg,285,7
51316838812,cdg,203,127
51316846747,agc,8,27
51316861226,fgd,142,59
51316863025,gcg,293,78
51316870209,aeb,292,11
51316879841,ecg,120,181
51316891419,acf,57,301
51316894927,cdc,112,194
51316898856,ebg,144,193
51316912489,dgd,124,252
51316919250,fba,110,224
51316922956,dfe,169,283
51316926556,fdd,84,157
51316937987,fdc,78,282
51316947707,cbb,129,176
51316951426,gbc,143,104
51316965663,ggf,112,379
51316971483,fdf,247,127
51316983971,ecf,59,78
51316987115,bfe,258,86
51317000661,cbd,174,171
51317014200,caa,247,184
51317027873,dcd,171,6
51317090948,gcb,133,56
51317126633,fgc,293,68
51317145619,aea,207,81
51317183396,cbb,100,209
51317201010,fbb,261,61
51317206629,eff,135,134
51317252129,ggd,96,320
51317290054,gfc,95,32
51317312158,gef,172,78
51317322277,bde,82,127
51317331386,eac,21,101
51317339487,bee,68,122
51317344095,cef,244,143
51317359543,ege,224,47
51317369653,bag,250,127
51317378789,baa,6,153
51317378906,caa,258,213
51317386696,ega,50,245
51317413816,bag,108,120
51317441379,aca,104,58
51317448259,dcg,113,45
51317448763,aae,270,222
51317449540,eae,71,214
51317465202,dea,21,215
51317468747,cad,175,224
51317491427,cca,168,115
51317541632,cga,28,86
51317551357,gcb,267,58
51317556845,dfa,223,179
51317570157,cbc,297,274
51317577518,bgc,74,134
51317580513,aec,112,153
51317595649,cfc,12,270
51317600081,fbe,8,122
51317600990,gaf,241,11
51317616480,gda,293,215
51317624144,gfa,5,230
51317647943,dbg,8,112
51317660181,efc,13,256
51317707226,efe,40,36
51317736326,fcc,238,146
51317748469,afd,213,235
51317759740,dfe,294,229
51317775594,eeb,117,121
51317823266,fce,120,94
51317823976,afa,292,86
51317832662,gfa,294,262
51317840112,egc,103,60
51317846225,eee,170,257
51317846348,gfg,217,51
51317860384,feg,264,63
51317870442,aff,38,126
51317880851,ebc,273,272
51317889028,bdc,228,163
51317892617,cbg,46,129
